shabby	∫ǽbi
advert	ædvə́ʒrt
advocacy	ǽdvskitdəsi
advice	ædvάis
advise	ædvάiz
advisable	ædvάizəbəl
advisory	ædvάizəri
advisedly	ædvάizidli
adz	ædz
agile	ǽdʒəl
adulate	ǽdʒəlèit
agger	ǽdʒər
ageratum	æ̀dʒəréitəm
agitated	ǽdʒətèitid
agitatedly	ǽdʒətèitidli
agitative	ǽdʒətèitiv
adjutant	ǽdʒətənt
agitato	æ̀dʒətάʒtou
adjuvant	ǽdʒəvənt
agiotage	æ̀dʒiətidʒ
adjective	ǽdʒiktiv
adjectival	æ̀dʒiktάivəl
agitate	ǽdʒitèit
agitprop	æ̀dʒitpràp
agio	æ̀dʒou
adjoining	ædʒɔ́iniŋ
adjuration	æ̀dʒuəréi∫ən
adulation	æ̀dʒuléi∫ən
adulatory	ǽdʒulətɔ̀ʒri
adjutage	ǽdʒutidʒ
adjunct	ǽdʒʌŋkt
adumbrate	ædλmbrèit
adumbral	ædλmbrəl
addup	ǽdλp
aramean	æ̀eəmíʒən
aeroengine	ǽərouèndʒin
affectation	æ̀fektéi∫ən
affettuoso	æfèt∫uóusou
affable	ǽfəbəl
affability	æfəbíləti
affidavit	æ̀fədèvit
affenpinscher	ǽfənpín∫ər
aphaeretic	æ̀fərétik
afferent	ǽfərənt
aphoristic	æ̀fərístik
aphorism	ǽfərìzəm
aphicide	ǽfəsàid
aphesis	ǽfəsis
afghan	æ̀fgæn
afghistan	æfgæ̀nəstæ̀n
afghanistanism	æfgǽnəstæ̀nizm
afghani	æfgǽni
affixation	æ̀fikséi∫ən
apheliotropism	æfìʒliàtrəpìzm
aphelion	æfíʒliən
apheliotropic	æfìʒliətrάpik
aflatoxin	æ̀flətàksin
affluenza	æ̀fluʒénzə
affluent	ǽfluʒənt
afflux	æ̀flʌks
affluence	æ̀flʌʒəns
aphrodite	æ̀foudìziæ̀k
afric	ǽfrik
africander	æ̀frikǽndər
afrikander	æ̀frikæ̀ndər
afrikaans	æ̀frikàʒnʒ
africa	ǽfrikə
africanize	ǽfrikənaiz
africanist	ǽfrikənixt
affricate	æ̀frikit
africana	æ̀frikάʒnə
afrikaner	æ̀frikάʒnər
afroasiatic	æ̀froèiʒæ̀tik
afroasian	æ̀froèiʒən
afro	æ̀frou
afroism	ǽfrou`zəm
afrobeat	ǽfroubìt
aphrodisiac	æ̀froudiziæ̀k
afroamerican	æ̀frouəmèrikən
afrormosia	æ̀frɔərmóʒiə
aft	æft
after	ǽftər
aftershock	æ̀ftər∫àk
aftershave	ǽftər∫èiv
afterhours	ǽftəràuərz
afterburner	æ̀ftərbə̀ʒrnər
afterburning	ǽftərbə̀ʒrniŋ
afterbirth	ǽftərbə̀ʒrθ
afterbrain	ǽftərbreín
afterdamp	æ̀ftərdæ̀mp
afterdark	ǽftərdàʒrk
afterdeck	æ̀ftərdèk
afterdinner	ǽftərdínər
afterages	ǽftərèidʒiz
afterfive	ǽftərfàiv
afterguard	ǽftərgàərd
afterglow	ǽftərglòu
aftergrass	æ̀ftərgræ̀s
aftergrowth	æ̀ftərgròuθ
afterheat	ǽftərhìʒt
aftereffect	æftərifèkt
afterimage	ǽftərìmidʒ
afteryears	ǽftərjìərz
aftercabin	ǽftərkæ̀bin
aftercare	ǽftərkɛər
afterclap	ǽftərklæ̀p
aftercrop	ǽftərkràp
afterlife	ǽftərlàif
afterlight	æftərlàit
aftermath	ǽftərmæ̀θ
aftermarket	æ̀ftərmàʒrkit
aftermost	ǽftərmòust
afternoons	æ̀ftərnúʒnz
afternoon	æ̀ftərnúʒnʒ
afterpain	ǽftərpèinz
afterpiece	æ̀ftərpìʒs
aftersales	æ̀ftərséilz
aftersensation	ǽftərsensèi∫ən
aftertax	æ̀ftərtæ̀ks
aftertime	ǽftərtàim
aftertaste	ǽftərtèist
afterword	æ̀ftərw`ʒrd
afterward	ǽftərwərd
afterworld	ǽftərwə̀ʒrld
afterwar	ǽftərwɔ̀ʒr
afters	ǽftərz
afterthought	æ̀ftərθɔ̀t
aphtha	æ̀fθə
agnation	ǽgeéi∫ən
agoraphobia	ǽgəgfóubiə
agamemnon	æ̀gəmènnan
agamous	ǽgəməs
agamy	ǽgəmi
agonize	ǽgə̀naiz
agonized	ǽgənàizd
agonizing	ǽgənàiziŋ
agony	ǽgəni
agonist	ǽgənist
agonistic	æ̀gənístik
agonal	ǽgənl
agamogenesis	æ̀gənmoudʒénəsis
agapanthus	æ̀gəpǽnθəs
agapemone	æ̀gəpéməni
agora	æ̀gərə
agoraphobic	æ̀gərəfóubik
agaric	ǽgərik
agateware	ǽgətwɛər
agatha	ǽgəθə
agfay	ǽgfei
aggie	ǽgi
agate	ægit
aglet	ǽglit
agglutinogen	æ̀gluʒtínədʒin
agma	ǽgmə
agnail	æ̀gnéil
agnate	ǽgneit
agnes	ǽgnis
agnomen	ægnóumən
agnosia	ægnóuʒia
agnosticism	ægnάstəsìzm
agnostic	ægnάstik
agribusiness	ǽgrəbìznis
aggradation	æ̀grədéi∫ən
agrapha	ǽgrəfə
agrimony	ǽgrəmóuni
agrimotor	ǽgrəmóutr
agronomics	æ̀grənάmiks
agrostology	æ̀grəstάlədʒi
aggravation	ǽgrəvéi∫ən
aggravate	ǽgrəvèit
aggravated	ǽgrəvèitid
aggravating	ǽgrəvèitiŋ
agribaron	ǽgribæ̀rən
aggregation	æ̀grigéi∫ən
aggravator	ǽgrigèit
aggregative	ǽgrigèitiv
aggregate	ǽgrigit
agrichemical	æ̀grikémikəl
agriculture	ǽgrikλlt∫ər
agricultural	æ̀grikλlt∫ərəl
agriculturist	æ̀grikλlt∫ərist
agriology	ǽgriάlədʒi
aggro	ǽgrou
agrobusiness	ǽgroubaiάlədʒi
agrobiology	æ̀groubaiάlədʒi
agroindustrial	æ̀grouindλstriəl
agroecosystem	æ̀grouíʒkousìstəm
agrochemical	æ̀groukémikəl
agropolitics	æ̀groupάlətiks
agrotype	ǽgroutàip
agrotechnology	æ̀grouteknάlədʒi
axillar	ægzílər
ankara	ǽjdərə
anglophobia	ǽjgləfóubiə
anglomaniac	æ̀jgləmέiniə
anglicize	ǽjgləsάiz
angling	ǽjglij
anglistics	æjglístiks
anjou	ǽjkərə
action	ǽk∫ən
actionist	ǽk∫ənist
actionless	ǽk∫ənlis
akkad	ǽkæd
ackack	ǽkæ̀k
ackemma	ǽkémə
academicism	æ̀kədéməsizəm
academic	æ̀kədémik
academical	æ̀kədémikəl
academese	æ̀kədəmíʒz
academia	ǽkədìʒm
academism	æ̀kədmìzəm
acolyte	ǽkəlàit
acaleph	ǽkəlèf
accolade	ǽkəlèid
achillean	æ̀kəlíʒən
aconite	ǽkənàit
aconitic	æ̀kənítik
aconcagua	æ̀kəŋkάʒgwə
acarid	ǽkərid
acheron	ǽkərɔ̀n
acariasis	æ̀kərάiəsis
academe	ǽkəsìʒm
aquino	ækíʒnou
accuracy	ǽkjərəsi
accurate	ǽkjərit
acunation	æ̀kjunéi∫ən
acupressure	ǽkjuprè∫ər
acupuncture	ǽkjupλŋkt∫ər
accurately	ǽkjurətli
accusation	æ̀kjuzéi∫ən
acclamation	æ̀kləméi∫ən
acclimation	æ̀kləméi∫ən
achluophobia	æ̀kluəfóubia
acme	ǽkmi
acne	ǽkni
acrobat	ǽkrəbæ̀t
acrobatic	æ̀krəbǽtik
acrobatics	æ̀krəbǽtiks
acrobatism	ǽkrəbæ̀tizm
acridine	ǽkrədiʒnʒ
acrogen	ǽkrədʒən
acriflavine	æ̀krəfléivin
acrophobe	ǽkrəfòub
acrophobia	æ̀krəfóubiə
acrylamide	æ̀krəlǽmaid
acrilan	ǽkrəlæ̀n
acrolect	ǽkrəlèkt
acrolith	ǽkrəlìθ
acrylonitrile	æ̀krəlounάitril
achromatic	æ̀krəmǽtik
acromegaly	æ̀krəmégəli
acrimony	ǽkrəmòuni
acrimonious	æ̀krəmóuniəs
acronym	ǽkrənim
acrosin	ǽkrəsən
acrotism	ǽkrətìzm
acrid	ǽkrid
acryl	ǽkril
acrylic	ǽkrilik
acromegalic	æ̀krouməgǽlik
achromycin	æ̀kroumάisin
acroterion	æ̀kroutíəriàn
acrotheater	ǽkrouθìʒətər
ax	æks
axe	æks
axile	ǽksail
axon	ǽksan
accession	æksé∫ən
accelerate	æksélərèit
accelerated	æksélərèitid
accelerative	æksélərèitive
accelerator	æksélərèitɔr
accelerant	æksélərənt
accelerometer	æksèlərάmitər
accelerando	æksèlərάʒndou
accent	ǽksent
accentuation	æksènt∫uéi∫ən
accentuate	æksént∫uèit
accept	æksépt
acceptation	æ̀kseptéi∫ən
acceptability	æksèptəbíləti
acceptable	ækséptəbl
acceptance	ækséptəns
acceptant	ækséptənt
accepter	ækséptər
accepted	ækséptid
accepting	ækséptiŋ
acceptive	ækséptiv
access	ǽkses
accessibility	æksésəbíləti
accessible	æksésəbl
accessorily	æksésərəli
accessary	æksésəri
accessory	æksésəri
accessorize	æksésərάiz
accidentally	æksədéntəli
axal	ǽksəl
axel	ǽksəl
axle	ǽksəl
axolotl	ǽksəlàtl
axillary	ǽksəlèri
axillary	ǽksəlèri
axolotl	ǽksəlάtl
axinite	ǽksənàit
axonometry	æ̀ksənάmətri
axlplasm	ǽksəplæ̀zm
accessorial	æ̀ksəsɔ́ʒriəl
axgrinder	ǽksgràindər
axegrinding	ǽksgrάindiŋ
axhammer	ǽkshæ̀mər
adental	æ̀ksidéntl
accident	ǽksidənt
accidentprone	ǽksidəntpròun
accidie	ǽksidi
axial	ǽksiəl
axiom	ǽksiəm
axil	ǽksil
axilla	æksílə
accipiter	æksípətər
accipitral	æksípətrəl
axis	ǽksis
axisymmetric	æ̀ksismétrik
accede	æksíʒd
accedence	æksíʒdəns
ases	ǽksiʒz
axiomatic	æ̀ksiʒz
axiology	ǽksiάlədʒi
axletree	ǽksltrìʒ
axeman	ǽksmən
axman	ǽksmən
axminster	æ̀ksminstər
axstone	ǽksstòun
act	ækt
actuality	æ̀kt∫uǽləti
actuation	æ̀kt∫uéi∫ən
actuate	ǽkt∫uèit
actuator	ǽkt∫uèitər
actuary	ǽkt∫uèri
actual	ǽkt∫uəl
actualize	ǽkt∫uəlàiz
actually	ǽkt∫uəli
actualist	ǽkt∫uəlist
actualization	æ̀kt∫uəlizéi∫ən
actuarial	æ̀kt∫uέəriəl
lactation	æktéi∫ən
actable	ǽktəbl
activize	ǽktəmάiəsin
acton	ǽktən
actinon	æ̀ktənàn
actinozoan	æ̀ktənəzóuən
actinism	ǽktənìzəm
actinouranium	æ̀ktənoujuréiniəm
actinomycosis	æ̀ktənoumaikóusis
actinomycin	æ̀ktənoumάisin
actinomycete	æ̀ktənoumάisiʒt
actinomyces	æ̀ktənoumάisiʒz
actinotherapy	æ̀ktənouθérəpi
actinoid	ǽktənɔ̀id
actinometry	æ̀ktənάmətri
actinometer	æ̀ktənάmitər
actor	ǽktər
activation	æ̀ktəvéi∫ən
activate	ǽktəvèit
activator	ǽktəvèitər
activist	ǽktəvist
actin	ǽktin
actiniform	æktínəfɔ̀ərm
actinolite	æktínəlàit
actinia	æktíniə
actinium	æktíniəm
actinic	æktínik
acting	ǽktiŋ
active	ǽktiv
activity	æktívəti
activism	ǽktivìzəm
actively	ǽktivli
actualite	æ̀ktjuæ̀liʒtéi
actress	ǽktris
accoucheur	æ̀kuʒ∫ə́ʒr
accoucheuse	æ̀kuʒ∫ə́ʒz
acoustician	æ̀kuʒstí∫ən
aqua	ǽkwə
aquabelle	ǽkwəbèl
aqueduct	ǽkwədλkt
aquafarm	æ̀kwəfàʒm
aquaphobia	æ̀kwəfóubiə
aquafortis	æ̀kwəfɔ́ərtis
aquacade	ǽkwəkèid
aquakinetics	æ̀kwəkinétiks
aquaculture	ǽkwəkλlt∫ər
aquiculture	ǽkwəkλlt∫ər
aquifer	ǽkwəlàin
aquiline	ǽkwəlàin
aquila	ǽkwələ
aqualung	æ̀kwəlλŋ
aquamarine	æ̀kwəməríʒnʒ
aquanaut	ǽkwənɔ̀ʒt
aquanautics	æ̀kwənɔ́ʒtiks
aquarelle	æ̀kwərél
aquaspaceman	ǽkwəspèismæ̀n
aquatint	ǽkwətaint
aquatel	æ̀kwətél
acquisition	æ̀kwəzí∫ən
allies	ǽlaiz
alb	ælb
albite	æ̀lbait
albania	ælbéiniə
albanian	ælbéiniən
albata	ælbèitə
albedo	ælbèitə
albigenses	æ̀lbədʒénsiʒz
albacore	æ̀lbəkɔ̀ʒr
album	ǽlbəm
albinism	ǽlbənizəm
albinotic	æ̀lbənάtik
albert	ǽlbərt
albatross	æ̀lbətrɔ̀ʒs
alburnum	ælbə̀ʒrnəm
alburmous	ælbə́ʒrnəs
alberta	ælbə́ʒrtə
albion	ǽlbiən
albin	ǽlbin
albumose	ǽlbjumòus
albumen	ælbjúʒmən
albumin	ælbjúʒmən
albuminous	ælbjúʒmənəs
albumenize	ælbjúʒminàiz
albuminuria	ælbjùʒmjúəriə
albuminoid	ælbjúʒnənɔ̀id
albina	ælbάinə
albino	ælbάinou
aldebaran	ældébərən
aldehyde	æ̀ldəhàid
algerian	ældɛìəriən
algiers	ældɛìərz
alginicacid	ældɛìnik
aldohexose	æ̀ldouhéksous
algebraic	æ̀ldʒəbréiik
algebraist	ǽldʒəbrèiist
algebra	ǽldʒəbrə
algicide	ǽldʒəsàid
algid	ǽldʒid
algidity	ældʒídəti
algeria	ældʒíəriə
aldosterone	ældάstəròun
allah	ǽlə
alabama	æ̀ləbǽmə
alabamian	æ̀ləbǽmiən
alabaster	ǽləbæ̀stər
alabastrine	æ̀ləbǽstrin
alibi	ǽləbài
alible	ǽləbl
alidade	æ̀lədèid
aliphatic	æ̀ləfǽtik
allophane	ǽləfèin
allophylian	æ̀ləfíliən
allophone	æ̀ləfòun
allograft	ǽləgæ̀ft
allograph	ǽləgræ̀f
allonym	ǽləìm
alloimmune	æ̀ləimjúʒnʒ
allocation	æ̀ləkéi∫ən
allocate	ǽləkèit
allocator	ǽləkéitər
allocatee	ǽləkeitíʒ
allocable	ǽləkəbl
allocution	æ̀ləkjúʒ∫ən
aliquant	ǽləkwənt
aliquot	ǽləkwət
alum	ǽləm
allemande	ǽləmæ̀nd
alemannic	æ̀ləmǽnik
alameda	æ̀ləméidə
alimentation	æ̀ləmentéi∫ən
alimentary	æ̀ləméntəri
alimentative	æ̀ləméntətiv
alimental	æ̀ləmentl
aliment	ǽləmənt
alamo	æ̀ləmòu
alamode	ǽləmòud
alimony	æ̀ləmòuni
allomorph	ǽləmɔ̀ərf
alumroot	ǽləmrùʒt
alan	ǽlən
alanyl	ǽlənil
alanine	ǽlənìʒnʒ
allomorphic	æ̀ləɔ́ərfik
allornone	ǽləɔərnλn
allornothing	ǽləɔərnλθiŋ
allopatric	æ̀ləpǽtrik
allopath	ǽləpæθ
alopecia	æ̀ləpíʒ∫iə
alloplasm	ǽləplæ̀zm
alapage	æ̀ləpάʒʒ
allergen	ǽlərdʒən
allergy	ǽlərdʒi
allergist	ǽlərdʒist
allergology	æ̀lərdʒάlədʒi
allicin	ǽləsən
alison	ǽləsn
allosaurus	æ̀ləsɔ́ʒrəs
allotype	ǽlətàip
allotrope	ǽlətròup
alevin	ǽləvin
alfalfa	ælfæ̀lfə
alpha	æ̀lfə
alphabet	ǽlfəbèt
alphabetic	ǽlfəbètik
alphabetize	ǽlfəbə̀tàiz
alphahelix	ǽlfəhíʒliks
alphametic	æ̀lfəmétik
alphanumeric	ǽlfənjuʒmérik
alphascope	ǽlfəskòup
alpheus	ælfíʒəs
alforja	ælfɔ́ərhaʒ
alfresco	ælfréskou
alfred	ǽlfrid
algol	æ̀lgal
algonquian	ælgàlədɛist
algophobia	æ̀lgàŋkwiən
albescent	ælgésnt
alga	ǽlgə
alg	æ̀lgə
algal	ǽlgəl
algum	æ̀lgəm
algorism	ǽlgərizəm
algorithm	ǽlgəriʒəm
algolagnia	æ̀lgoulǽgniə
algoid	ǽlgɔid
algraphy	ǽlgrəfi
algology	ælgάlədʒi
algologist	ælgάlədʒist
algonkian	ælgάŋkiən
alhambresque	æ̀lhæmbrésk
alhambra	ælhæ̀mbrə
alley	ǽli
alley	ǽli
alliaceous	æ̀liéi∫əs
allium	æ̀liəm
allegation	æ̀ligéi∫ən
alligation	æ̀ligéi∫ən
alleghenies	æ̀ligèiniz
alligator	ǽligèitər
alegar	ǽligər
allegorize	ǽligəràiz
allegorise	ǽligɔʒràiz
allegory	ǽligɔ̀ʒri
allegoric	æ̀ligɔ́ʒrik
allegroist	ǽligɔʒrist
allegorism	ǽligɔ̀ʒrizm
allegretto	æ̀ligrétou
alexander	ǽligzæ̀ndər
alexandrite	æ̀ligzǽndrait
alexandra	æ̀ligzǽndrə
alexandrian	æ̀ligzǽndriə
alexandria	æ̀ligzæ̀ndriə
aleck	ǽlik
alex	ǽliks
allen	ǽlin
alice	ǽlis
alitalia	æ̀litǽliə
alyo	ǽljou
alula	ǽljulə
aluminum	ǽljumíniəm
alunite	ǽljunàit
aleurone	ǽljuròun
alkalic	ælkǽlik
alkyne	ǽlkain
alcaic	ælkéiik
alchemic	ælkémik
alcahest	ǽlkəhèst
alkahest	æ̀lkəhèst
alcohol	ǽlkəhɔ̀ʒl
alcoholize	ǽlkəhɔʒlàiz
alcoholic	æ̀lkəhɔ́ʒlik
alcoholicity	æ̀lkəhɔʒlísəti
alcoholism	ǽlkəhɔʒlìzm
alcoholometer	æ̀lkəhɔʒlάmətər
alcoholysis	æ̀lkəhάləsis
alkali	ǽlkəlài
alkalize	ǽlkəlàiz
alkylate	ǽlkəlèit
alkalescent	æ̀lkəlésnt
alkalify	ǽlkələfài
alkaloid	ǽlkəlɛid
alkalimetry	æ̀lkəlímətri
alkaline	ǽlkəlin
alkalinize	ǽlkəlinàiz
alkalinity	æ̀lkəlinəti
alkalosis	æ̀lkəlóusis
alkaloidal	æ̀lkəlɔ́idl
alchemize	ǽlkəmàiz
alchemy	ǽlkəmi
alchemist	ǽlkəmist
alchemistic	æ̀lkəmístik
alkanet	æ̀lkənèt
alcoran	æ̀lkərǽn
alcatraz	æ̀lkətræ̀z
alkyd	æ̀lkid
alkyl	æ̀lkil
alkene	ǽlkiʒnʒ
alclad	ǽlklæd
alcmene	ælkmíʒni
alcove	æ̀lkouv
alkalinization	æ̀lktlinizéi∫ən
alcaide	ælkάidi
alcometer	ælkάmətər
alcalde	ælkάʒldi
almagest	ǽlmədʒèst
almandine	ǽlməndìʒnʒ
almoner	æ̀lmənər
almonry	æ̀lmənri
almirah	ælmάirə
alnico	æ̀lnikòu
aloe	æ̀lou
alloantibody	æ̀louǽntibàdi
alloantigen	æ̀louǽntidʒən
allobar	ǽloubàər
aloin	æ̀louin
allostery	ǽloustèri
allosteric	æ̀loustérik
allotransplant	æ̀loutrænsplǽnt
allotropic	æ̀loutrάpik
aloeswood	ǽlouzwùd
alloy	ǽlɔi
alp	ælp
alpaca	ælpæ̀kə
alpine	ǽlpain
alpenglow	ǽlpənglòu
alpenhorn	æ̀lpənhɔ̀rn
alpinist	ǽlpənist
alpinism	ǽlpənìzm
alpenstock	æ̀lpənstàk
alphorn	ǽlphɔ̀ərn
alps	ælps
alsike	ǽlsæk
alsatian	ælséi∫ən
alcyone	ælsάiəniʒ
alt	ælt
altazimuth	æltǽzəməθ
altai	ǽltai
alsatia	æltèiik
altigraph	ǽltəhrǽfgrάʒf
altamira	æ̀ltəníərə
altitude	ǽltətjúʒd
altitudinal	æ̀ltətjúʒdənl
althorn	ǽlthɔ́ʒrn
altimetry	æltímətri
altimeter	æltímiər
altissimo	æltísəmòu
alto	ǽltou
altocumulus	æ̀ltoukjúʒmjuləs
altorelievo	ǽltourilíʒvou
altostratus	æ̀ltoustréitəs
altruistic	æ̀ltruístik
altometer	æltάmətər
altaic	æltέər
altair	æltέər
alveolar	ælvíʒələr
alveolus	ælvíʒələs
alveolate	ælvíʒəlit
althaea	ælθíʒə
althea	ælθíʒə
amide	ǽmaid
ambitious	æmb;i∫əs
ambassador	æmbǽsədər
ambassadoratlarge	æmbǽsədərtlάərdʒ
ambassadorial	æmbæ̀sədɔ́ʒriəl
ambassadress	æmbǽsədris
ambagious	æmbéidʒəs
ambages	æmbéidʒiʒz
amble	ǽmbəl
amber	ǽmbər
amberite	ǽmbərait
amberjack	ǽmbərdʒæ̀k
ambergris	ǽmbərgrìs
amberoid	ǽmbərɔ̀id
ambition	æmbí∫ən
ambivalence	æmbíbələns
ambidexterity	æ̀mbidekstérəti
ambidexter	æ̀mbidékstər
ambidextrous	ǽmbidékstrəs
ambience	ǽmbiəns
ambiguous	æmbígjuæs
ambiguiy	ǽmbigjúʒəti
ambisextrous	æ̀mbisékstrəs
ambit	ǽmbit
ambitendency	æ̀mbiténdənsi
ambivalent	æmbívələnt
ambivert	ǽmbivə̀ʒrt
ambiversion	æ̀mbivə́ʒrʒən
ambisexual	æ̀mbixék∫uəl
ambulation	æ̀mbjléi∫ən
ambulate	ǽmbjulèit
ambulance	ǽmbjuləns
ambulant	ǽmbjulənt
ambulatory	ǽmbjulətɔ̀ʒri
ambler	ǽmblər
ambling	ǽmbliŋ
amblyopia	ǽmbliòupiæ
ambo	ǽmbou
amboceptor	ǽmbousèptər
amboina	æmbɔ́inə
ambrotype	ǽmbrətàip
ambry	ǽmbri
ambrosia	æmbróuʒiə
ambush	ǽmbu∫
andesite	ǽmdizàit
anabaptist	æ̀məbǽptist
amadavat	ǽmədəvæ̀t
amidol	ǽmədɔ̀ʒl
amadou	ǽmədùʒ
amylaceous	æ̀məléi∫əs
amylase	ǽməlèis
amylum	ǽmələm
amylopectin	æ̀məloupéktin
amylose	æ̀məlòus
amyloid	ǽməlɔ̀id
amylopsin	æ̀məlάpsin
ammon	ǽmən
ammonal	ǽmənæ̀l
ammonite	ǽmənàit
ament	ǽmənt
aminophylline	æ̀mənάfəlin
ammoniacal	æ̀mənάiəkəl
amanita	æ̀mənάitə
aminopterin	æ̀mənάptərən
amaranth	ǽməræ̀nθ
amaranthine	æ̀mərǽnθin
amerasian	æ̀məréiʒən
amarelle	ǽmərèl
amourette	æ̀mərét
amorous	ǽmərəs
amaryllis	æ̀mərílis
amerind	ǽmərìndiən
amerindian	æ̀məríndiən
amerenglish	æ̀məríŋgli∫
americium	æ̀mərísiəm
amorist	ǽmərist
amortize	ǽmərtàiz
amateur	ǽmət∫ùər
amateurish	æ̀mətə́ʒri∫
amateurism	ǽmətə̀ʒrizm
amity	ǽməti
amative	ǽmətiv
amitosis	æ̀mətóusis
amatol	ǽmətɔ̀ʒl
amytal	ǽmətɔ̀ʒl
amatory	ǽmətɔ̀ʒri
ametropia	æ̀mətróupiə
ametropic	æ̀mətróupik
amortization	ǽməzéi∫ən
amazon	ǽməzən
amazonite	ǽməzənàit
amazonian	æ̀məzóuniən
amethyst	ǽməθəst
amethystine	æ̀məθístin
amethopterin	æ̀məθάptərin
amphetamine	æmfétæmíʒnʒ
amphibole	ǽmfəbòul
amphibology	æ̀mfəbάlədʒi
amphibolic	æ̀mfəbάlik
amphigory	ǽmfəgɔ̀ʒri
amphibrach	ǽmfəkàər
amphicar	ǽmfəkàər
amphimixis	æ̀mfəmíksis
amphora	ǽmfərə
amphisbaena	æ̀mfəsbíʒnə
amphoteric	ǽmfətérik
amphitrite	æ̀mfətrάiti
amphitheater	ǽmfəθìʒətər
amphitheatric	æ̀mfəθíʒətrik
amphiaster	ǽmfiæ̀stər
amphibiology	æ̀mfibaiάlədʒi
amphiblous	æmfíbələs
amphibia	æmfíbiə
amphibian	æmfíbiən
amphibious	æmfíbiəs
amphigamous	æmfígəməs
amphictyon	æmfíktiən
amphictyony	æmfíktiəni
amphipod	ǽmfipàd
amphiprostyle	æ̀mfipróustail
amphistylar	æ̀mfistάilər
amphitryon	æmfítriən
amphioxus	æ̀mfiάksəs
amphoric	æmfɔ́ʒrik
amhara	æmhǽrə
amharic	æ̀mhǽrik
amianthus	æ̀miǽnθəs
amebiasis	æ̀mibάiəsis
amygdalic	æ̀migdǽlik
amic	ǽmik
amicability	æ̀mikəbíləti
amicable	ǽmikəbl
amyl	æ̀mil
amice	ǽmis
amoebean	æ̀miʒbíʒən
amoebiasis	æ̀miʒbάiəsis
ammeter	ǽmìʒtər
amulet	ǽmjəlit
ammunition	æ̀mjuní∫ən
amnestic	æmnéstik
amnesty	ǽmnəsti
amnion	ǽmniàn
amnioscope	ǽmniəskòup
amniocentesis	æ̀mniousentí
amnesia	æmníʒʒə
amnighraphy	æ̀mniάhrəfi
amnioscopy	ǽmniάskəpi
amniotic	æ̀mniάtik
amorphous	æmɔ́;rfəs
amorphism	æmɔ́ʒrfizəm
amaurosis	æ̀mɔʒróusis
ampersand	ǽmpə`rsæ̀nd
ampullaceous	æ̀mpəléi∫əs
ampelopsis	æ̀mpəlάpsis
amperage	ǽmpəridʒ
ampicillin	æ̀mpəsílin
ampere	ǽmpiər
amperturn	ǽmpiərtə̀ʒrn
amperehour	ǽmpiərάuər
amputation	æ̀mpjuté∫ən
amputate	ǽmpjuteit
amputator	ǽmpjutèitər
amputee	ǽmpjutíʒ
ample	ǽmpl
amplexicaul	æmpléksəkkɔ̀ʒl
amplidyne	ǽmplədain
amplifier	ǽmpləf;aiər
amplify	ǽmpləfài
amplification	æ̀mpləfikéi∫ən
amply	ǽmpli
amplificatory	æmplífikətɔ̀ʒri
amplitude	ǽmplitjù;d
ampulla	æmpúlə
ampoule	ǽmpuʒl
amrit	ǽmrit
amsterdam	ǽmstərdæ̀m
antepenultimate	æ̀mtipinλltəmit
amtrac	ǽmtræ̀k
amtrak	ǽmtræ̀k
anvets	ǽmvèts
amman	æmάʒnʒ
anne	æn
anaphrodisiac	ænæ̀frədíziæ̀k
anamnesis	æ̀næmníʒsis
anandrous	ænǽndrəs
anarchosyndicalism	ænàərkousíndikəlìzm
anion	ǽnaiən
aniconic	æ̀naikάnik
anil	ǽnail
anile	ǽnail
aniseikonia	æ̀naisaikóuniə
anisometric	æ̀naisəmétrik
anisotropic	ænàisətrάpik
anisomysin	æ̀naisoumάisin
anisogamous	æ̀naisάgəməs
anoxemia	æ̀naksíʒmiə
anovulation	ænàvjuléi∫ən
anovulant	ænàvjulənt
anarch	æ̀naʒrk
anbury	ǽnbəri
ambient	ǽnbiənt
and	ænd
andante	ændǽnti
andantino	æ̀ndæntíʒnou
andiron	æ̀ndàiərn
independentiste	ændeipaʒndaʒntíʒst
andalusite	æ̀ndəlúʒsait
andalusian	æ̀ndəlúʒʒən
andersen	ǽndərsn
andean	ændíʒən
andes	ǽndiʒz
andorra	ændɔ̀ʒrə
androgyne	ǽndrədʒàin
androgenesis	æ̀ndrədʒénəsis
androgen	ǽndrədʒən
andragogy	ǽndrəgàdʒi
androcles	ǽndrəklìʒz
androcentric	æ̀ndrəséntrik
androsphinx	ǽndrəspìŋks
androecium	ændríʒ∫iəm
android	ǽndrɔid
andrew	ǽndruʒ
androgenize	ændrάdʒənàiz
androgenous	ændrάdʒənəs
androgynous	ændrάdʒənəs
androgyny	ændrάdʒəni
andrology	ændrάləʒi
andromache	ændrάməkiʒ
andromeda	ǽndrάmidə
androsterone	ændrάstəròun
ingenue	ǽndʒænjuʒ
angina	ændʒàinə
angelic	ændʒélik
angelica	ændʒélikə
angela	ǽndʒələ
angelus	æ̀ndʒələs
angelina	æ̀ndʒəlíʒnə
angeleno	æ̀ndʒəlíʒnou
angevin	ǽndʒəvin
angi	ǽndʒi
angololgy	æ̀ndʒiàlədʒa
angiographic	æ̀ndʒiəgrǽfik
angiosperm	æ̀ndʒiəspə̀ʒrm
angiogram	ǽndʒiougræ̀m
angioma	æ̀ndʒióumə
angiospermous	æ̀ndʒiouspə́ʒrməs
angiotensin	æ̀ndʒiouténsin
angiography	æ̀ndʒiάgrəfi
